	dataset	model	dataset_method	forget_set_size	patch_size	pretrain_iters	pretrain_lr	unlearn_method	exp_name	train_iters	k	factor	kd_T	gamma	alpha	msteps	delete_acc	delete_err	manip_acc	test_acc	manip_clean_acc	test_clean_acc	test_retain_acc	deletion_size	unlearn_time	train_clean_acc	ascLRscale	SSDdampening	selectwt
10821	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.52	0.52	0.088	0.812			0.9305	50	70.87521260800001	0.98892			
10822	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.046	0.1225			0.651	200	14.085733373999998	0.5905		100.0	10.0
10823	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.05	100	0.504	0.504	0.16	0.83			0.93425	250	71.79300200900003	0.99102			
10824	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.001	100	0.46285714285714286	0.46285714285714286	0.242	0.8395			0.9315	350	72.87427100900003	0.99134			
10825	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5266666666666666	0.5266666666666666	0.198	0.831			0.933625	150	27.169575983000012	0.99122	0.05		
10826	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.5133333333333333	0.5133333333333333	0.16	0.8265			0.931875	300	70.21043417800001	0.98974			
10827	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.02	0.02	0.394	0.497			0.904125	150	14.026700261	0.90288		50.0	500.0
10828	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	14.007770595	0.98792		5000.0	10000.0
10829	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5542857142857143	0.5542857142857143	0.236	0.8295			0.927875	350	24.47602931399999	0.99122	0.1		
10830	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	26.464919410999997	0.98792	1.0		
10831	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.5	0.5	0.128	0.8335			0.9365	50	45.89873091100001	0.98936	0.01		
10832	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.001	100	0.43333333333333335	0.43333333333333335	0.224	0.8395			0.9305	300	69.44941204599998	0.99058			
10833	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.5422222222222223	0.5422222222222223	0.136	0.812			0.9315	450	70.427559168	0.98916			
10834	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.56	0.56	0.15	0.824			0.932	100	26.92122697399999	0.99066	0.1		
10835	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.55	0.55	0.12	0.8075			0.928625	200	13.949102239999998	0.98792		5000.0	1000.0
10836	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.535	0.535	0.36	0.8295			0.92775	200	24.640802694	0.9917	1.0		
10837	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.494	0.494	0.584	0.829			0.932625	500	26.58301700799999	0.9952	0.001		
10838	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	EU	unlearn	1000	4						0.485	0.485	0.724	0.807			0.91775	400	34.908355779000004	0.9738			
10839	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.496	0.496	0.336	0.8275			0.932	250	26.654220533999997	0.99258	0.1		
10840	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.55	0.55	0.12	0.8075			0.928625	500	13.953917439	0.98792		10000.0	1000.0
10841	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.25	0.25	0.246	0.79			0.884625	300	14.084925925	0.96894		500.0	100.0
10842	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.046	0.1225			0.651	200	14.056445073	0.59048		100.0	100.0
10843	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	14.115661187999999	0.98792		10000.0	100000.0
10844	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	50	14.068439253	0.1		1.0	0.1
10845	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	13.94304581	0.98792		100000.0	1000000.0
10846	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.47	0.47	0.546	0.828			0.93225	400	26.616240608	0.99442	0.1		
10847	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.4888888888888889	0.4888888888888889	0.632	0.832			0.92825	450	24.622992139	0.994	0.5		
10848	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	CF	unlearn	1000	2						0.53	0.53	0.226	0.8245			0.93125	400	33.391178784999994	0.98948			
10849	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		10.0	100	0.53	0.53	0.146	0.8195			0.9285	400	70.001296516	0.98798			
10850	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	400	13.875976947999998	0.1		0.5	0.1
10851	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.485	0.485	0.128	0.8125			0.9315	200	24.465946056000007	0.98942	0.1		
10852	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5125	0.5125	0.18	0.828			0.928125	400	24.491704093000003	0.98848	0.001		
10853	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.51	0.51	0.1	0.82			0.930375	200	70.92341129700002	0.98922			
10854	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.53	0.53	0.12	0.8075			0.928625	100	14.114714802	0.98792		1000.0	10000.0
10855	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	14.007470979	0.98792		50000.0	10000.0
10856	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	13.643367593	0.98792		500000.0	1000000.0
10857	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.15525	400	13.906344981999998	0.12816		25.0	50.0
10858	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.43333333333333335	0.43333333333333335	0.342	0.836			0.93325	150	46.352508937	0.99164	0.5		
10859	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	350	13.883929752	0.1		0.1	0.1
10860	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.448	0.448	0.43	0.84			0.933125	250	46.083969663999994	0.99248	0.1		
10861	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.32125	250	14.375031234	0.26324		50.0	10.0
10862	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	13.945751327	0.1		1.0	1.0
10863	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.45	0.45	0.11	0.8135			0.9285	100	14.161850563	0.98742		500.0	1000.0
10864	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.55	0.55	0.12	0.8075			0.928625	500	45.06375771099998	0.98792	0.5		
10865	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.57	0.57	0.102	0.823			0.9325	100	71.304744228	0.99006			
10866	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	300	14.203950195	0.1		0.05	0.1
10867	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.24875	500	13.620830232000001	0.20878		10.0	100.0
10868	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.54	0.54	0.092	0.816			0.9305	100	74.459645767	0.98906			
10869	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.065	0.065	0.348	0.6035			0.9355	200	13.755255373999999	0.95048		500.0	50.0
10870	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.5	0.5	0.12	0.8075			0.928625	50	13.901827130000001	0.98792		5000.0	1000.0
10871	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.44	0.44	0.182	0.826			0.933625	100	46.80211530600001	0.99002	0.001		
10872	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.5466666666666666	0.5466666666666666	0.12	0.8075			0.928625	150	14.040077500999999	0.98792		500000.0	1000000.0
10873	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.1	100	0.44333333333333336	0.44333333333333336	0.162	0.836			0.931625	300	69.987145013	0.9906			
10874	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	CF	unlearn	1000	4						0.43714285714285717	0.43714285714285717	0.366	0.8275			0.930125	350	35.59716583	0.99294			
10875	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	13.864351042000001	0.98792		10000.0	10000.0
10876	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.46	0.46	0.11	0.818			0.928375	50	14.198921722000001	0.98808		1000.0	100.0
10877	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	EU	unlearn	4000	-1						0.404	0.404	0.508	0.8155			0.924125	250	211.37734611699995	0.99162			
10878	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.335875	400	13.970501228	0.27784		50.0	100.0
10879	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	14.312473084	0.98792		1000000.0	100000.0
10880	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.422	0.4585			0.900125	200	14.287992774	0.88588		50.0	500.0
10881	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.524	0.524	0.114	0.808			0.92875	250	13.957640106	0.98792		1000.0	1000.0
10882	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.126375	350	13.990440228	0.10182		5.0	50.0
10883	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.05	100	0.5666666666666667	0.5666666666666667	0.13	0.832			0.93175	150	72.935873214	0.99028			
10884	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.31	0.31	0.208	0.759			0.93225	100	14.011466066999999	0.98248		500.0	50.0
10885	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5466666666666666	0.5466666666666666	0.12	0.8075			0.928625	150	24.81785925999999	0.98792	5.0		
10886	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.552	0.552	0.12	0.8075			0.928625	250	24.302025524000005	0.98792	10.0		
10887	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.545	0.545	0.116	0.809			0.928625	200	13.943101949	0.988		1000.0	100.0
10888	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	14.005933161999998	0.1		5.0	10.0
10889	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.5257142857142857	0.5257142857142857	0.142	0.826			0.93275	350	69.71739463399999	0.9905			
10890	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.55	0.55	0.37	0.83			0.93	500	24.012448592000005	0.9926	0.05		
10891	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	CF	unlearn	1000	2						0.5	0.5	0.062	0.8285			0.929125	50	33.351275534	0.98952			
10892	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.53	0.53	0.12	0.8075			0.928625	100	24.480982431999994	0.98792	5.0		
10893	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.485	0.485	0.45	0.8275			0.933875	400	26.629927958000003	0.99378	0.01		
10894	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	150	14.023110517000001	0.1		0.5	0.1
10895	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	200	13.90728509	0.1		0.5	0.1
10896	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.4633333333333333	0.4633333333333333	0.624	0.8315			0.935	300	44.924935454999996	0.9924	0.5		
10897	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.195375	450	13.924290643	0.16112		25.0	50.0
10898	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.45	0.45	0.404	0.8245			0.932375	200	26.280636243999997	0.99278	0.5		
10899	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.1345	200	14.087512921000002	0.10986		5.0	10.0
10900	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.394	0.4485			0.920625	200	13.964541342	0.89376		250.0	500.0
10901	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5511111111111111	0.5511111111111111	0.12	0.8075			0.928625	450	14.302722628999998	0.98792		2500.0	500.0
10902	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	14.031957213	0.1		0.1	1.0
10903	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.3235	300	14.041331318000001	0.26416		50.0	10.0
10904	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5511111111111111	0.5511111111111111	0.12	0.8075			0.928625	450	13.755978113	0.98792		10000.0	10000.0
10905	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.552	0.552	0.3	0.8295			0.932125	250	27.054755007999997	0.9923	0.05		
10906	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	14.111853544	0.98792		100000.0	1000000.0
10907	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	150	13.933325546999999	0.1		5.0	1.0
10908	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.14975	200	14.194128325000001	0.12226		25.0	50.0
10909	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	13.889524209000001	0.98792		10000.0	1000.0
10910	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.55	0.55	0.12	0.8075			0.928625	200	14.056431036000001	0.98792		500000.0	1000000.0
10911	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.455	0.455	0.766	0.82			0.93225	400	45.051119747	0.98962	0.5		
10912	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5542857142857143	0.5542857142857143	0.206	0.8285			0.927625	350	24.039258378	0.99092	0.05		
10913	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5457142857142857	0.5457142857142857	0.12	0.8075			0.928625	350	26.532572948000002	0.98792	5.0		
10914	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.53	0.53	0.12	0.8075			0.928625	100	13.924142353	0.98792		5000.0	10000.0
10915	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5366666666666666	0.5366666666666666	0.12	0.8075			0.928625	300	24.410020470999996	0.98792	5.0		
10916	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.24	50	13.95711714	0.19572		50.0	50.0
10917	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5533333333333333	0.5533333333333333	0.284	0.828			0.9285	450	24.380295545999996	0.99184	0.001		
10918	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	CF	unlearn	1000	2						0.532	0.532	0.128	0.809			0.93225	250	33.130231096	0.98994			
10919	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.5	0.5	0.12	0.8075			0.928625	50	13.908739388	0.98792		10000.0	100000.0
10920	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5511111111111111	0.5511111111111111	0.12	0.8075			0.928625	450	26.381392642999995	0.98792	1.0		
10921	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	200	13.907259814000001	0.1		0.1	0.1
10922	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.552	0.552	0.12	0.8075			0.928625	250	24.273678466999996	0.98792	5.0		
10923	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.445	0.445	0.314	0.8305			0.93425	200	45.05047020399999	0.99154	0.001		
10924	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.028	0.0485			0.538	100	14.054232387999999	0.46306		100.0	10.0
10925	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		1.0	100	0.5	0.5	0.146	0.821			0.931375	500	70.10208569699999	0.99006			
10926	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.1	100	0.43	0.43	0.16	0.8335			0.932	200	70.513269551	0.9905			
10927	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.51	0.51	0.108	0.805			0.93	100	14.140777793	0.98798		1000.0	100.0
10928	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.326	0.326	0.198	0.811			0.89	500	14.217064560999999	0.97456		100.0	1000.0
10929	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.44857142857142857	0.44857142857142857	0.524	0.8385			0.9365	350	47.076969565	0.9938	0.001		
10930	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	350	13.834947844999999	0.1		0.5	0.1
10931	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.45555555555555555	0.45555555555555555	0.668	0.8425			0.935875	450	44.483153441999995	0.99516	0.001		
10932	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	13.962671991999999	0.98792		500000.0	1000000.0
10933	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.432	0.432	0.472	0.8215			0.933125	250	26.712396494999997	0.99318	0.5		
10934	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	500	14.0996649	0.1		0.1	1.0
10935	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.42	0.42	0.12	0.7555			0.934625	150	14.116590149	0.98514		500.0	100.0
10936	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	200	13.893457187000001	0.1		0.05	0.1
10937	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	EU	unlearn	1000	4						0.52	0.52	0.772	0.824			0.9115	500	35.088345744	0.97474			
10938	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.64	0.64	0.08	0.8235			0.930625	50	26.632781597	0.98992	0.1		
10939	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.616625	300	13.888769799999999	0.52588		100.0	100.0
10940	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.464	0.464	0.546	0.838			0.929875	250	45.817839351	0.99286	0.5		
10941	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.007			0.593875	350	13.780335508999999	0.51042		100.0	10.0
10942	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.01	100	0.44	0.44	0.124	0.833			0.932625	50	71.759753984	0.98998			
10943	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.5066666666666667	0.5066666666666667	0.11	0.8325			0.92575	150	72.32635982500001	0.98868			
10944	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.181375	50	14.101829712	0.14842		10.0	100.0
10945	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	350	13.856196050000001	0.1		0.1	1.0
10946	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5533333333333333	0.5533333333333333	0.322	0.832			0.929	450	24.282535781000004	0.99232	0.05		
10947	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.52	0.52	0.146	0.825			0.931875	200	72.66749015199998	0.98968			
10948	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.13175	50	14.091552677	0.1061		5.0	50.0
10949	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.485	0.485	0.572	0.8345			0.927	400	24.105211253	0.99406	0.5		
10950	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.552	0.552	0.12	0.8075			0.928625	250	14.277264385	0.98792		5000.0	10000.0
10951	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.54	0.54	0.116	0.806			0.928875	150	14.016403215999999	0.98786		1000.0	100.0
10952	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5066666666666667	0.5066666666666667	0.176	0.8275			0.932625	150	26.882156210999995	0.99106	0.01		
10953	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.41333333333333333	0.41333333333333333	0.284	0.8225			0.93275	150	26.687529936	0.9918	0.5		
10954	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	EU	unlearn	1000	2						0.6	0.6	0.458	0.8075			0.91625	300	33.212532169999996	0.98014			
10955	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.55	0.55	0.12	0.8075			0.928625	500	26.182802316000004	0.98792	10.0		
10956	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	13.927763550000002	0.1		10.0	10.0
10957	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.43714285714285717	0.43714285714285717	0.642	0.8225			0.929125	350	26.665242177000003	0.99384	0.5		
10958	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5	0.5	0.142	0.819			0.928625	50	26.473553854	0.99002	1.0		
10959	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	CF	unlearn	1000	4						0.47	0.47	0.56	0.8385			0.933375	500	35.779944021000006	0.99496			
10960	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.45714285714285713	0.45714285714285713	0.52	0.845			0.9325	350	45.569227036000015	0.99372	0.01		
10961	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	BadT	unlearn	1000	-1						0.5325	0.5325	0.196	0.817			0.930625	400	120.00028547000001	0.9887			
10962	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.5466666666666666	0.5466666666666666	0.12	0.8075			0.928625	150	13.984909738	0.98792		100000.0	100000.0
10963	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.1	100	0.44	0.44	0.098	0.8325			0.933625	50	69.834648993	0.9903			
10964	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	98	-1						0.55	0.55	0.12	0.8075			0.928625	500	13.8192645	0.98792		5000.0	10000.0
10965	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.14	0.14	0.274	0.5485			0.820875	50	14.249192116	0.85488		50.0	500.0
10966	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.004	0.013			0.490875	150	13.823376814000001	0.41818		100.0	10.0
10967	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	SSD	unlearn	99	-1						0.5	0.5	0.12	0.8075			0.928625	50	14.130138029000001	0.98792		1000000.0	100000.0
10968	CIFAR10	resnet9	labeltargeted	500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.05	100	0.5244444444444445	0.5244444444444445	0.226	0.831			0.9335	450	69.667959069	0.99156			
